1 	9.25902e+06 	1215.4 	0.116324 	0 	0.0255716 	0.389081
0.974747 	351665 	368.153 	0.0014826 	0 	0.192644 	0.550625
0.949495 	9740.28 	304.329 	7.8766e-05 	0 	0.348728 	0.479118
0.924242 	1163.26 	298.553 	1.28952e-05 	0 	0.47658 	0.436935
0.89899 	229.111 	297.294 	3.13724e-06 	0 	0.583654 	0.40637
0.873737 	58.8382 	296.89 	9.4528e-07 	0 	0.676775 	0.384842
0.848485 	18.2321 	296.714 	3.31069e-07 	0 	0.760041 	0.369847
0.823232 	6.51561 	296.612 	1.29941e-07 	0 	0.835938 	0.359212
0.79798 	2.54587 	296.539 	5.45082e-08 	0 	0.906078 	0.351343
0.772727 	1.0345 	296.48 	2.33602e-08 	0 	0.97156 	0.345176
0.747475 	0.429533 	296.43 	1.00814e-08 	0 	1.03312 	0.340035
0.722222 	0.178454 	296.385 	4.30148e-09 	0 	1.09125 	0.335489
0.69697 	0.0726492 	296.345 	1.78065e-09 	4.05819e-34 	1.14625 	0.33127
0.671717 	0.0276949 	296.308 	6.84658e-10 	0 	1.1983 	0.32721
0.646465 	0.0100658 	296.275 	2.49336e-10 	0 	1.24753 	0.32321
0.621212 	0.0035082 	296.244 	8.6606e-11 	0 	1.29397 	0.319213
0.59596 	0.0011756 	296.215 	2.87994e-11 	0 	1.33767 	0.315188
0.570707 	0.000381674 	296.188 	9.24808e-12 	0 	1.37862 	0.311121
0.545455 	0.000115499 	296.162 	2.7617e-12 	0 	1.41683 	0.307016
0.520202 	3.23324e-05 	296.138 	7.61716e-13 	0 	1.4523 	0.302883
0.494949 	8.69228e-06 	296.115 	2.01609e-13 	0 	1.48501 	0.298737
0.469697 	2.29105e-06 	296.093 	5.23039e-14 	0 	1.51496 	0.294592
0.444444 	6.16592e-07 	296.072 	1.38569e-14 	0 	1.54213 	0.290464
0.419192 	1.82649e-07 	296.051 	4.04131e-15 	6.18006e-36 	1.56653 	0.286366
0.393939 	7.92112e-08 	296.032 	1.72575e-15 	0 	1.58814 	0.282314
0.368687 	5.71637e-08 	296.013 	1.22734e-15 	0 	1.60697 	0.278323
0.343434 	5.3871e-08 	295.995 	1.14096e-15 	0 	1.62301 	0.274406
0.318182 	5.48987e-08 	295.977 	1.1476e-15 	0 	1.63626 	0.270572
0.292929 	5.69807e-08 	295.96 	1.17597e-15 	0 	1.64674 	0.266832
0.267677 	5.93969e-08 	295.943 	1.21041e-15 	0 	1.65444 	0.263194
0.242424 	6.19927e-08 	295.927 	1.24743e-15 	0 	1.65937 	0.259662
0.217172 	6.47589e-08 	295.911 	1.28657e-15 	0 	1.66154 	0.256244
0.191919 	6.77042e-08 	295.896 	1.32774e-15 	0 	1.66097 	0.252941
0.166667 	7.08013e-08 	295.88 	1.37019e-15 	0 	1.65766 	0.249757
0.141414 	7.41283e-08 	295.865 	1.41507e-15 	0 	1.65165 	0.246691
0.116162 	7.76814e-08 	295.85 	1.46199e-15 	0 	1.64296 	0.24374
0.0909091 	8.14626e-08 	295.835 	1.5107e-15 	0 	1.63165 	0.240896
0.0656566 	8.55957e-08 	295.82 	1.56311e-15 	0 	1.61779 	0.238145
0.040404 	9.028e-08 	295.804 	1.62235e-15 	0 	1.60151 	0.235473
0.0151515 	9.60312e-08 	295.788 	1.69696e-15 	0 	1.58251 	0.232976
-0.010101 	1.02266e-07 	295.773 	1.7782e-15 	0 	1.56017 	0.230934
-0.0353535 	1.08503e-07 	295.76 	1.85868e-15 	0 	1.53516 	0.229075
-0.0606061 	1.14792e-07 	295.748 	1.93583e-15 	0 	1.50849 	0.227467
-0.0858586 	1.20584e-07 	295.737 	2.00157e-15 	0 	1.48029 	0.225771
-0.111111 	1.27365e-07 	295.726 	2.07197e-15 	0 	1.44694 	0.223802
-0.136364 	1.33665e-07 	295.715 	2.13342e-15 	0 	1.40897 	0.221895
-0.161616 	1.40947e-07 	295.704 	2.20876e-15 	0 	1.37001 	0.220189
-0.186869 	1.4944e-07 	295.693 	2.30123e-15 	0 	1.32983 	0.218733
