y_m,Qdot_J_kg,T_K,batteryGasNMC,Ux,Uy,Uz,T_degree
1.0,8841490.0,1226.52,0.126288,0.0,0.0255912,0.406903,953.52
0.974747,350704.0,391.221,0.00152809,0.0,0.209851,0.592774,118.221
0.949495,4944.83,332.358,4.06139e-05,0.0,0.4038,0.514519,59.358000000000004
0.924242,276.456,329.337,3.15535e-06,0.0,0.558029,0.46382,56.33699999999999
0.89899,23.6586,329.092,3.38843e-07,0.0,0.683344,0.428733,56.091999999999985
0.873737,2.42438,329.133,4.08677e-08,0.0,0.790454,0.406009,56.13299999999998
0.848485,0.274424,329.205,5.17496e-09,0.0,0.885552,0.391677,56.204999999999984
0.823232,0.0326387,329.276,6.65086e-10,0.0,0.972162,0.382507,56.27600000000001
0.79798,0.00396218,329.341,8.53118e-11,0.0,1.05234,0.376298,56.34100000000001
0.772727,0.000475164,329.402,1.06509e-11,0.0,1.12731,0.371683,56.40199999999999
0.747475,5.64638e-05,329.46,1.30338e-12,0.0,1.19783,0.367861,56.45999999999998
0.722222,6.79855e-06,329.514,1.60238e-13,0.0,1.26438,0.364387,56.51400000000001
0.69697,9.5741e-07,329.565,2.28775e-14,4.83772e-34,1.32724,0.361022,56.565
0.671717,2.48784e-07,329.614,5.98833e-15,0.0,1.38663,0.357646,56.613999999999976
0.646465,1.4735e-07,329.661,3.55095e-15,0.0,1.44267,0.354205,56.661
0.621212,1.1976e-07,329.705,2.87563e-15,0.0,1.49544,0.350681,56.704999999999984
0.59596,1.03826e-07,329.748,2.47478e-15,0.0,1.54499,0.347075,56.74799999999999
0.570707,9.14911e-08,329.789,2.15868e-15,0.0,1.59135,0.3434,56.78899999999999
0.545455,8.07803e-08,329.828,1.88286e-15,0.0,1.63454,0.339672,56.827999999999975
0.520202,7.24899e-08,329.866,1.66706e-15,0.0,1.67458,0.33591,56.865999999999985
0.494949,6.57334e-08,329.903,1.49068e-15,0.0,1.71147,0.332133,56.90300000000002
0.469697,6.00387e-08,329.939,1.34254e-15,0.0,1.74521,0.328359,56.93900000000002
0.444444,5.50064e-08,329.973,1.21323e-15,0.0,1.77581,0.324604,56.97300000000001
0.419192,5.03767e-08,330.007,1.09644e-15,7.53143e-36,1.80328,0.320883,57.007000000000005
0.393939,4.67583e-08,330.039,1.0048e-15,0.0,1.82761,0.317211,57.03899999999999
0.368687,4.36499e-08,330.071,9.26598e-16,0.0,1.84883,0.313598,57.071000000000026
0.343434,4.08913e-08,330.101,8.57849e-16,0.0,1.86693,0.310058,57.101
0.318182,3.84374e-08,330.131,7.97148e-16,0.0,1.88192,0.306597,57.13099999999997
0.292929,3.62512e-08,330.161,7.43349e-16,0.0,1.89384,0.303223,57.161
0.267677,3.42931e-08,330.19,6.95334e-16,0.0,1.90268,0.299942,57.19
0.242424,3.254e-08,330.218,6.52391e-16,0.0,1.90848,0.296758,57.21800000000002
0.217172,3.08282e-08,330.245,6.11067e-16,0.0,1.91125,0.293673,57.245000000000005
0.191919,2.91836e-08,330.273,5.71783e-16,0.0,1.91103,0.290688,57.273000000000025
0.166667,2.77948e-08,330.3,5.3811e-16,0.0,1.90784,0.287802,57.30000000000001
0.141414,2.63783e-08,330.326,5.04434e-16,0.0,1.90174,0.285012,57.32600000000002
0.116162,2.50907e-08,330.353,4.73691e-16,0.0,1.89277,0.282311,57.35300000000001
0.0909091,2.40617e-08,330.379,4.48225e-16,0.0,1.881,0.279687,57.37900000000002
0.0656566,2.31484e-08,330.406,4.25224e-16,0.0,1.86656,0.277126,57.406000000000006
0.040404,2.23215e-08,330.435,4.04092e-16,0.0,1.84952,0.274626,57.435
0.0151515,2.15847e-08,330.467,3.84848e-16,0.0,1.82916,0.27236,57.466999999999985
-0.010101,2.10558e-08,330.488,3.70206e-16,0.0,1.80459,0.270479,57.488
-0.0353535,2.06991e-08,330.514,3.58914e-16,0.0,1.77708,0.268735,57.51400000000001
-0.0606061,2.04392e-08,330.54,3.49496e-16,0.0,1.74803,0.267297,57.54000000000002
-0.0858586,2.01902e-08,330.564,3.40225e-16,0.0,1.71765,0.26564,57.56400000000002
-0.111111,1.99258e-08,330.581,3.30157e-16,0.0,1.68162,0.263611,57.58100000000002
-0.136364,1.96852e-08,330.607,3.20297e-16,0.0,1.64051,0.261644,57.60700000000003
-0.161616,1.9502e-08,330.633,3.11831e-16,0.0,1.59848,0.259868,57.63299999999998
-0.186869,1.93897e-08,330.657,3.05088e-16,0.0,1.55534,0.258326,57.65699999999998
-0.212121,1.92656e-08,330.679,2.98352e-16,0.0,1.51014,0.256744,57.678999999999974
-0.237374,1.91235e-08,330.7,2.91438e-16,0.0,1.46031,0.254995,57.69999999999999
-0.262626,1.89814e-08,330.721,2.84525e-16,0.0,1.41047,0.253247,57.721000000000004
-0.287879,1.8841e-08,330.741,2.77625e-16,0.0,1.36053,0.251523,57.740999999999985
-0.313131,1.86863e-08,330.758,2.70078e-16,0.0,1.30196,0.249811,57.75799999999998
-0.338384,1.85028e-08,330.777,2.62161e-16,0.0,1.23655,0.247492,57.77699999999999
-0.363636,1.83192e-08,330.796,2.54244e-16,0.0,1.17115,0.245173,57.79599999999999
-0.388889,1.81357e-08,330.815,2.46327e-16,0.0,1.10574,0.242854,57.815
-0.414141,1.79886e-08,330.834,2.39156e-16,0.0,1.03388,0.240362,57.834
-0.439394,1.79402e-08,330.851,2.33834e-16,0.0,0.955807,0.237446,57.851
-0.464646,1.78918e-08,330.869,2.28512e-16,0.0,0.877739,0.23453,57.86900000000003
-0.489899,1.78434e-08,330.887,2.2319e-16,0.0,0.79967,0.231614,57.887
-0.515152,1.78817e-08,330.903,2.18996e-16,0.0,0.715984,0.228683,57.90300000000002
-0.540404,1.80407e-08,330.918,2.16513e-16,0.0,0.627231,0.225144,57.918000000000006
-0.565657,1.81998e-08,330.933,2.14029e-16,0.0,0.538479,0.221605,57.93299999999999
-0.590909,1.83588e-08,330.948,2.11546e-16,0.0,0.449727,0.218065,57.94799999999998
-0.616162,1.86988e-08,330.961,2.11751e-16,0.0,0.352159,0.214055,57.96100000000001
-0.641414,1.92018e-08,330.972,2.14371e-16,0.0,0.247361,0.209258,57.97199999999998
-0.666667,1.97047e-08,330.983,2.1699e-16,0.0,0.142562,0.204461,57.983000000000004
-0.691919,2.02077e-08,330.995,2.1961e-16,0.0,0.0377629,0.199664,57.995000000000005
-0.717172,2.08839e-08,331.0,2.2678e-16,0.0,-0.0681054,0.194274,58.0
-0.742424,2.16776e-08,331.001,2.37116e-16,0.0,-0.175764,0.188153,58.000999999999976
-0.767677,2.24712e-08,331.002,2.47452e-16,0.0,-0.283423,0.182033,58.00200000000001
-0.792929,2.32649e-08,331.004,2.57789e-16,0.0,-0.391081,0.175913,58.00400000000002
-0.818182,2.42163e-08,330.998,2.73381e-16,0.0,-0.487828,0.17037,57.99799999999999
-0.843434,2.52265e-08,330.989,2.91924e-16,0.0,-0.578757,0.164574,57.988999999999976
-0.868687,2.62368e-08,330.98,3.10466e-16,0.0,-0.669686,0.158777,57.98000000000002
-0.893939,2.72471e-08,330.97,3.29009e-16,0.0,-0.760615,0.152981,57.97000000000003
-0.919192,2.83441e-08,330.957,3.5221e-16,0.0,-0.838781,0.14857,57.956999999999994
-0.944444,2.94175e-08,330.943,3.77319e-16,0.0,-0.909935,0.144471,57.942999999999984
-0.969697,3.0491e-08,330.929,4.02428e-16,0.0,-0.981089,0.140371,57.928999999999974
-0.994949,3.15645e-08,330.915,4.27537e-16,0.0,-1.05224,0.136272,57.91500000000002
-1.0202,3.24974e-08,330.898,4.52595e-16,0.0,-1.10149,0.13455,57.898000000000025
-1.04545,3.32709e-08,330.88,4.76231e-16,0.0,-1.13869,0.134152,57.879999999999995
-1.07071,3.40445e-08,330.863,4.99866e-16,0.0,-1.17588,0.133754,57.863
-1.09596,3.4818e-08,330.846,5.23502e-16,0.0,-1.21307,0.133356,57.846000000000004
-1.12121,3.55606e-08,330.823,5.47032e-16,0.0,-1.22122,0.136795,57.82299999999998
-1.14646,3.62322e-08,330.801,5.68935e-16,0.0,-1.21398,0.142566,57.80099999999999
-1.17172,3.69037e-08,330.778,5.90838e-16,0.0,-1.20674,0.148336,57.77800000000002
-1.19697,3.75752e-08,330.755,6.1274e-16,0.0,-1.1995,0.154106,57.754999999999995
-1.22222,3.8813e-08,330.722,6.31079e-16,0.0,-1.15951,0.163464,57.72199999999998
-1.24747,4.0292e-08,330.686,6.4652e-16,0.0,-1.10322,0.175121,57.68599999999998
-1.27273,4.1771e-08,330.651,6.61961e-16,0.0,-1.04692,0.186777,57.65100000000001
-1.29798,4.325e-08,330.615,6.77402e-16,0.0,-0.990634,0.198434,57.61500000000001
