y_m,Qdot_J_kg,T_K,batteryGasNMC,Ux,Uy,Uz,T_degree
1.0,9181920.0,1196.47,0.119918,0.0,0.0270466,0.431415,923.47
0.974747,349294.0,349.932,0.00137225,0.0,0.2209,0.599899,76.93200000000002
0.949495,5601.22,295.882,3.98984e-05,0.0,0.425078,0.514279,22.882000000000005
0.924242,398.461,293.239,3.96289e-06,0.0,0.585863,0.45952,20.238999999999976
0.89899,49.5888,292.966,6.23204e-07,0.0,0.7155,0.421684,19.966000000000008
0.873737,8.31155,292.931,1.23319e-07,0.0,0.825789,0.397151,19.930999999999983
0.848485,1.66573,292.926,2.76706e-08,0.0,0.923419,0.381642,19.925999999999988
0.823232,0.372757,292.924,6.69285e-09,0.0,1.01214,0.371722,19.923999999999978
0.79798,0.0876239,292.924,1.6624e-09,0.0,1.0941,0.365057,19.923999999999978
0.772727,0.0204593,292.923,4.04119e-10,0.0,1.17058,0.360189,19.923000000000002
0.747475,0.00483156,292.922,9.82709e-11,0.0,1.24238,0.356265,19.922000000000025
0.722222,0.00114833,292.922,2.3839e-11,0.0,1.30999,0.352803,19.922000000000025
0.69697,0.000272519,292.921,5.73124e-12,5.062630000000001e-34,1.37373,0.349538,19.920999999999992
0.671717,6.03365e-05,292.921,1.27724e-12,0.0,1.43381,0.346335,19.920999999999992
0.646465,1.29277e-05,292.92,2.73944e-13,0.0,1.49039,0.343124,19.920000000000016
0.621212,2.80295e-06,292.92,5.91766e-14,0.0,1.54354,0.339877,19.920000000000016
0.59596,6.95425e-07,292.919,1.4569e-14,0.0,1.59335,0.336587,19.918999999999983
0.570707,2.5888e-07,292.919,5.36388e-15,0.0,1.63985,0.333256,19.918999999999983
0.545455,1.58586e-07,292.918,3.24317e-15,0.0,1.68307,0.329895,19.918000000000006
0.520202,1.30183e-07,292.918,2.62549e-15,0.0,1.72303,0.326517,19.918000000000006
0.494949,1.17646e-07,292.918,2.33922e-15,0.0,1.75976,0.323134,19.918000000000006
0.469697,1.09192e-07,292.917,2.14079e-15,0.0,1.79327,0.319761,19.916999999999973
0.444444,1.02187e-07,292.917,1.97625e-15,0.0,1.82356,0.316407,19.916999999999973
