y_m,Qdot_J_kg,T_K,batteryGasNMC,Ux,Uy,Uz,T_degree
1.0,8970180.0,1214.86,0.125758,0.0,0.0259971,0.409744,941.8599999999999
0.974747,359140.0,373.449,0.00153398,0.0,0.208042,0.586148,100.44900000000001
0.949495,5774.3,315.612,4.5769e-05,0.0,0.400817,0.505943,42.61200000000002
0.924242,384.501,312.603,4.23146e-06,0.0,0.553928,0.454447,39.60300000000001
0.89899,40.5176,312.297,5.60374e-07,0.0,0.678112,0.418741,39.297000000000025
0.873737,5.31139,312.278,8.65642e-08,0.0,0.78412,0.395508,39.27800000000002
0.848485,0.797706,312.295,1.45585e-08,0.0,0.878154,0.380761,39.295000000000016
0.823232,0.130968,312.315,2.58524e-09,0.0,0.963733,0.371271,39.315
0.79798,0.0226958,312.334,4.73718e-10,0.0,1.0429,0.36483,39.334
0.772727,0.00396455,312.352,8.62006e-11,0.0,1.11688,0.360062,39.351999999999975
0.747475,0.000704982,312.368,1.57927e-11,0.0,1.18643,0.356158,39.367999999999995
0.722222,0.000127831,312.384,2.92456e-12,0.0,1.25201,0.352661,39.384000000000015
0.69697,2.37358e-05,312.399,5.50464e-13,4.87343e-34,1.31392,0.349324,39.399
0.671717,4.28766e-06,312.413,1.00147e-13,0.0,1.37236,0.346017,39.41300000000001
0.646465,7.62669e-07,312.426,1.78414e-14,0.0,1.42747,0.342678,39.42599999999999
0.621212,1.35437e-07,312.439,3.15816e-15,0.0,1.47933,0.339283,39.43900000000002
0.59596,2.42659e-08,312.451,5.61794e-16,0.0,1.528,0.335828,39.45100000000002
0.570707,4.64382e-09,312.463,1.06407e-16,0.0,1.5735,0.332319,39.46300000000002
0.545455,1.09157e-09,312.474,2.46912e-17,0.0,1.61587,0.328768,39.47399999999999
0.520202,4.68651e-10,312.484,1.04433e-17,0.0,1.65511,0.32519,39.48399999999998
0.494949,3.7323e-10,312.494,8.192930000000001e-18,0.0,1.69125,0.321599,39.49400000000003
