y_m,Qdot_J_kg,T_K,batteryGasNMC,Ux,Uy,Uz,T_degree
1.0,1146810.0,958.665,0.991356,0.0,-16.3463,-0.0235136,685.665
0.974747,7000090.0,1040.35,0.904577,0.0,-15.627,0.105896,767.3499999999999
0.949495,4253020.0,1109.6,0.847975,0.0,-14.8458,0.219418,836.5999999999999
0.924242,2960470.0,1163.26,0.802751,0.0,-14.2848,0.347877,890.26
0.89899,2482610.0,1216.41,0.756972,0.0,-13.7211,0.467956,943.4100000000001
0.873737,2342370.0,1272.24,0.708894,0.0,-13.138,0.575376,999.24
0.848485,2373000.0,1332.01,0.657872,0.0,-12.5246,0.668549,1059.01
0.823232,2505150.0,1395.99,0.603952,0.0,-11.8781,0.747273,1122.99
0.79798,2707410.0,1463.74,0.547679,0.0,-11.2003,0.812598,1190.74
0.772727,2977530.0,1534.66,0.489545,0.0,-10.4975,0.864698,1261.66
0.747475,3340770.0,1607.01,0.43067,0.0,-9.77788,0.905195,1334.01
0.722222,3854830.0,1678.25,0.37229,0.0,-9.0507,0.933566,1405.25
0.69697,4685740.0,1743.9,0.315877,8.618300000000001e-33,-8.32181,0.954568,1470.9
0.671717,5755190.0,1802.66,0.262073,0.0,-7.60646,0.970373,1529.66
0.646465,6911300.0,1853.98,0.211709,0.0,-6.91775,0.980622,1580.98
0.621212,8091430.0,1896.25,0.165657,0.0,-6.26708,0.98354,1623.25
0.59596,8483850.0,1919.07,0.125518,0.0,-5.65089,0.978661,1646.07
0.570707,8133660.0,1912.05,0.0930227,0.0,-5.06964,0.971792,1639.05
0.545455,8413000.0,1889.25,0.0660919,0.0,-4.54436,0.963637,1616.25
0.520202,7502590.0,1844.42,0.045117,0.0,-4.06637,0.955975,1571.42
0.494949,5690960.0,1773.77,0.0307255,0.0,-3.63148,0.94619,1500.77
0.469697,4199110.0,1692.27,0.0206863,0.0,-3.24928,0.936549,1419.27
0.444444,2771400.0,1604.71,0.0141319,0.0,-2.91144,0.926685,1331.71
0.419192,1848870.0,1516.33,0.00971413,1.53027e-34,-2.61442,0.915974,1243.33
0.393939,1242150.0,1431.23,0.00670899,0.0,-2.35291,0.904784,1158.23
0.368687,842940.0,1352.54,0.00467412,0.0,-2.1237,0.893372,1079.54
0.343434,576893.0,1281.2,0.0032829,0.0,-1.92219,0.881998,1008.2
0.318182,397935.0,1217.57,0.00232461,0.0,-1.74455,0.870432,944.5699999999999
0.292929,276383.0,1161.56,0.00165871,0.0,-1.5874,0.858296,888.56
0.267677,193230.0,1113.05,0.00119286,0.0,-1.4481,0.845056,840.05
0.242424,136169.0,1072.06,0.00086594,0.0,-1.32468,0.830258,799.06
0.217172,96994.9,1037.98,0.000636252,0.0,-1.21533,0.813882,764.98
0.191919,69342.0,1008.92,0.000469922,0.0,-1.11725,0.795667,735.92
0.166667,49890.0,985.454,0.00034995,0.0,-1.02947,0.774508,712.454
0.141414,36275.9,967.352,0.000263777,0.0,-0.950947,0.750728,694.352
0.116162,26470.9,953.027,0.000199844,0.0,-0.879015,0.723778,680.027
0.0909091,19517.7,942.827,0.000153162,0.0,-0.813185,0.693487,669.827
0.0656566,14564.2,936.115,0.000118886,0.0,-0.752272,0.660002,663.115
0.040404,10996.3,931.848,9.34439e-05,0.0,-0.695176,0.624068,658.848
0.0151515,8393.84,928.724,7.43948e-05,0.0,-0.641987,0.587692,655.724
-0.010101,6546.19,925.267,6.09844e-05,0.0,-0.586151,0.551811,652.267
-0.0353535,5390.26,922.803,5.23704e-05,0.0,-0.542675,0.518293,649.803
-0.0606061,4355.58,916.942,4.37786e-05,0.0,-0.500042,0.488361,643.942
